"No","Kecamatan","DesilKesejahteraan","PrioritasVerval","JenisKelamin","HubungaKepalaKeluarga","Pekerjaan","Usia2023","PenerimaSEMBAKO"
"48753","KOTA KUDUS","2","Normal","Perempuan","Istri","4","44","Tidak"
"48754","KOTA KUDUS","2","Normal","Perempuan","Anak","1","22","Tidak"
"48755","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","15","Tidak"
"48756","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","9","Tidak"
"48757","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","37","Tidak"
"48758","KOTA KUDUS","2","NIK Duplikat","Perempuan","Istri","2","35","Tidak"
"48759","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","12","Tidak"
"48760","KOTA KUDUS","2","Normal","Perempuan","Anak","1","7","Tidak"
"48761","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","63","Tidak"
"48762","KOTA KUDUS","2","Normal","Perempuan","Istri","1","60","Tidak"
"48763","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","35","Tidak"
"48764","KOTA KUDUS","2","Normal","Perempuan","Anak","2","31","Tidak"
"48765","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","3","54","Tidak"
"48766","KOTA KUDUS","2","NIK Duplikat","Perempuan","Istri","1","45","Tidak"
"48767","KOTA KUDUS","2","Normal","Perempuan","Anak","1","22","Tidak"
"48768","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","17","Tidak"
"48769","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","0","69","Tidak"
"48770","KOTA KUDUS","2","Normal","Perempuan","Istri","1","62","Tidak"
"48771","KOTA KUDUS","2","Normal","Laki-laki","Anak","0","25","Tidak"
"48772","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","4","62","Tidak"
"48773","KOTA KUDUS","2","Normal","Perempuan","Istri","4","60","Tidak"
"48774","KOTA KUDUS","2","Normal","Laki-laki","Anak","3","25","Tidak"
"48775","KOTA KUDUS","2","Normal","Perempuan","Kepala Keluarga","0","57","Tidak"
"48776","KOTA KUDUS","2","Normal","Perempuan","Anak","2","23","Tidak"
"48777","KOTA KUDUS","2","Normal","Perempuan","Kepala Keluarga","1","67","Ya"
"48778","KOTA KUDUS","2","Normal","Perempuan","Lainnya","2","21","Tidak"
"48779","KOTA KUDUS","2","Normal","Perempuan","Lainnya","2","18","Tidak"
"48780","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","4","46","Tidak"
"48781","KOTA KUDUS","2","Normal","Perempuan","Istri","3","44","Tidak"
"48782","KOTA KUDUS","2","Normal","Perempuan","Anak","1","20","Tidak"
"48783","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Anak","1","15","Tidak"
"48784","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","1","91","Tidak"
"48785","KOTA KUDUS","2","Normal","Perempuan","Istri","1","79","Tidak"
"48786","KOTA KUDUS","2","Normal","Laki-laki","Lainnya","0","64","Tidak"
"48787","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","0","66","Tidak"
"48788","KOTA KUDUS","2","Normal","Perempuan","Istri","1","62","Tidak"
"48789","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","1","78","Tidak"
"48790","KOTA KUDUS","2","Normal","Perempuan","Istri","1","70","Tidak"
"48791","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Kepala Keluarga","4","37","Tidak"
"48792","KOTA KUDUS","2","Normal","Perempuan","Istri","4","36","Tidak"
"48793","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","12","Tidak"
"48794","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","2","Tidak"
"48795","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","0","41","Tidak"
"48796","KOTA KUDUS","2","Normal","Perempuan","Istri","1","43","Tidak"
"48797","KOTA KUDUS","2","Normal","Perempuan","Anak","1","8","Tidak"
"48798","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","5","Tidak"
"48799","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","0","39","Tidak"
"48800","KOTA KUDUS","2","Normal","Perempuan","Istri","5","39","Tidak"
"48801","KOTA KUDUS","2","Normal","Perempuan","Anak","1","18","Tidak"
"48802","KOTA KUDUS","2","Normal","Perempuan","Anak","1","10","Tidak"
"48803","KOTA KUDUS","2","Normal","Perempuan","Kepala Keluarga","2","67","Ya"
"48804","KOTA KUDUS","2","Normal","Perempuan","Lainnya","1","53","Tidak"
"48805","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","1","64","Tidak"
"48806","KOTA KUDUS","2","Normal","Perempuan","Istri","1","52","Tidak"
"48807","KOTA KUDUS","2","Normal","Perempuan","Anak","3","29","Tidak"
"48808","KOTA KUDUS","2","Normal","Perempuan","Kepala Keluarga","1","81","Ya"
"48809","KOTA KUDUS","2","Normal","Perempuan","Anak","0","52","Tidak"
"48810","KOTA KUDUS","2","Normal","Perempuan","Kepala Keluarga","1","67","Ya"
"48811","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","37","Tidak"
"48812","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","0","67","Tidak"
"48813","KOTA KUDUS","2","Normal","Perempuan","Istri","0","58","Tidak"
"48814","KOTA KUDUS","2","Normal","Laki-laki","Anak","0","26","Tidak"
"48815","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","0","68","Tidak"
"48816","KOTA KUDUS","2","Normal","Perempuan","Istri","0","58","Ya"
"48817","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","32","Tidak"
"48818","KOTA KUDUS","2","Normal","Perempuan","Anak","4","27","Tidak"
"48819","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","20","Tidak"
"48820","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","41","Tidak"
"48821","KOTA KUDUS","2","Normal","Perempuan","Istri","4","36","Tidak"
"48822","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Anak","1","10","Tidak"
"48823","KOTA KUDUS","2","Normal","Perempuan","Anak","1","5","Tidak"
"48824","KOTA KUDUS","2","Normal","Perempuan","Lainnya","0","63","Tidak"
"48825","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","44","Tidak"
"48826","KOTA KUDUS","2","Normal","Perempuan","Istri","2","37","Tidak"
"48827","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","11","Tidak"
"48828","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","6","Tidak"
"48829","KOTA KUDUS","2","Normal","Perempuan","Anak","1","4","Tidak"
"48830","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","47","Tidak"
"48831","KOTA KUDUS","2","Normal","Perempuan","Istri","0","41","Tidak"
"48832","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","21","Tidak"
"48833","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","19","Tidak"
"48834","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","10","Tidak"
"48835","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","0","49","Tidak"
"48836","KOTA KUDUS","2","Normal","Perempuan","Istri","2","50","Tidak"
"48837","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","22","Tidak"
"48838","KOTA KUDUS","2","Normal","Perempuan","Anak","1","17","Tidak"
"48839","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","9","Tidak"
"48840","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","4","45","Tidak"
"48841","KOTA KUDUS","2","Normal","Perempuan","Istri","4","36","Tidak"
"48842","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","16","Tidak"
"48843","KOTA KUDUS","2","Normal","Perempuan","Anak","1","14","Tidak"
"48844","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","9","Tidak"
"48845","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Kepala Keluarga","2","50","Tidak"
"48846","KOTA KUDUS","2","Normal","Perempuan","Lainnya","1","62","Tidak"
"48847","KOTA KUDUS","2","Normal","Laki-laki","Lainnya","1","59","Tidak"
"48848","KOTA KUDUS","2","Normal","Laki-laki","Lainnya","1","40","Tidak"
"48849","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","30","Tidak"
"48850","KOTA KUDUS","2","Normal","Perempuan","Istri","1","26","Tidak"
"48851","KOTA KUDUS","2","Normal","Perempuan","Anak","1","5","Tidak"
"48852","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","2","Tidak"
"48853","KOTA KUDUS","2","Normal","Laki-laki","Lainnya","1","6","Tidak"
"48854","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","1","59","Tidak"
"48855","KOTA KUDUS","2","Normal","Perempuan","Istri","4","59","Ya"
"48856","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","0","43","Tidak"
"48857","KOTA KUDUS","2","Normal","Perempuan","Istri","1","42","Tidak"
"48858","KOTA KUDUS","2","Normal","Perempuan","Anak","1","23","Tidak"
"48859","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","43","Tidak"
"48860","KOTA KUDUS","2","Normal","Perempuan","Istri","1","46","Tidak"
"48861","KOTA KUDUS","2","Normal","Perempuan","Anak","1","19","Tidak"
"48862","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Anak","1","12","Tidak"
"48863","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","4","46","Tidak"
"48864","KOTA KUDUS","2","Normal","Perempuan","Istri","4","45","Tidak"
"48865","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","13","Tidak"
"48866","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","8","Tidak"
"48867","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","0","77","Tidak"
"48868","KOTA KUDUS","2","Normal","Perempuan","Istri","1","70","Tidak"
"48869","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","40","Tidak"
"48870","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","4","38","Tidak"
"48871","KOTA KUDUS","2","Normal","Perempuan","Istri","3","35","Tidak"
"48872","KOTA KUDUS","2","Normal","Perempuan","Anak","1","15","Tidak"
"48873","KOTA KUDUS","2","Normal","Perempuan","Anak","1","8","Tidak"
"48874","KOTA KUDUS","2","Normal","Perempuan","Anak","1","6","Tidak"
"48875","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","0","33","Tidak"
"48876","KOTA KUDUS","2","NIK Duplikat","Perempuan","Istri","2","34","Tidak"
"48877","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","13","Tidak"
"48878","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","5","Tidak"
"48879","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","1","62","Tidak"
"48880","KOTA KUDUS","2","Normal","Perempuan","Istri","4","54","Tidak"
"48881","KOTA KUDUS","2","Normal","Perempuan","Anak","2","32","Tidak"
"48882","KOTA KUDUS","2","Normal","Perempuan","Anak","2","25","Tidak"
"48883","KOTA KUDUS","2","Normal","Perempuan","Anak","1","13","Tidak"
"48884","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Kepala Keluarga","2","46","Tidak"
"48885","KOTA KUDUS","2","NIK Duplikat","Perempuan","Istri","1","42","Tidak"
"48886","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Anak","1","14","Tidak"
"48887","KOTA KUDUS","2","NIK Duplikat","Perempuan","Anak","1","11","Tidak"
"48888","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Kepala Keluarga","2","44","Tidak"
"48889","KOTA KUDUS","2","Normal","Perempuan","Istri","1","39","Tidak"
"48890","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","17","Tidak"
"48891","KOTA KUDUS","2","Normal","Perempuan","Anak","1","15","Tidak"
"48892","KOTA KUDUS","2","Normal","Perempuan","Anak","1","8","Tidak"
"48893","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","4","41","Tidak"
"48894","KOTA KUDUS","2","Normal","Perempuan","Istri","4","38","Tidak"
"48895","KOTA KUDUS","2","Normal","Perempuan","Anak","1","17","Tidak"
"48896","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","14","Tidak"
"48897","KOTA KUDUS","2","Normal","Perempuan","Anak","1","3","Tidak"
"48898","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","44","Tidak"
"48899","KOTA KUDUS","2","Normal","Perempuan","Istri","2","42","Tidak"
"48900","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","20","Tidak"
"48901","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","14","Tidak"
"48902","KOTA KUDUS","2","Normal","Perempuan","Anak","1","9","Tidak"
"48903","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Kepala Keluarga","5","65","Tidak"
"48904","KOTA KUDUS","2","NIK Duplikat","Perempuan","Istri","1","63","Tidak"
"48905","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Kepala Keluarga","4","59","Tidak"
"48906","KOTA KUDUS","2","NIK Duplikat","Perempuan","Istri","1","56","Tidak"
"48907","KOTA KUDUS","2","NIK Duplikat","Perempuan","Kepala Keluarga","2","49","Tidak"
"48908","KOTA KUDUS","2","NIK Duplikat","Perempuan","Anak","1","20","Tidak"
"48909","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Kepala Keluarga","2","50","Tidak"
"48910","KOTA KUDUS","2","NIK Duplikat","Perempuan","Istri","2","42","Tidak"
"48911","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Anak","1","21","Tidak"
"48912","KOTA KUDUS","2","NIK Duplikat","Perempuan","Anak","1","13","Tidak"
"48913","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","5","68","Tidak"
"48914","KOTA KUDUS","2","NIK Duplikat","Perempuan","Istri","5","67","Tidak"
"48915","KOTA KUDUS","2","NIK Duplikat","Perempuan","Anak","2","32","Tidak"
"48916","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","28","Tidak"
"48917","KOTA KUDUS","2","NIK Duplikat","Perempuan","Anak","1","11","Tidak"
"48918","KOTA KUDUS","2","Normal","Perempuan","Kepala Keluarga","2","62","Ya"
"48919","KOTA KUDUS","2","NIK Duplikat","Perempuan","Anak","2","26","Tidak"
"48920","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","5","49","Tidak"
"48921","KOTA KUDUS","2","Normal","Perempuan","Istri","2","38","Tidak"
"48922","KOTA KUDUS","2","Normal","Perempuan","Anak","1","13","Tidak"
"48923","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","8","Tidak"
"48924","KOTA KUDUS","2","Normal","Perempuan","Lainnya","2","57","Tidak"
"48925","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Kepala Keluarga","5","53","Tidak"
"48926","KOTA KUDUS","2","NIK Duplikat","Perempuan","Istri","2","44","Ya"
"48927","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Anak","2","22","Tidak"
"48928","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Anak","1","18","Tidak"
"48929","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Anak","1","10","Tidak"
"48930","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","53","Tidak"
"48931","KOTA KUDUS","2","NIK Duplikat","Perempuan","Istri","2","44","Tidak"
"48932","KOTA KUDUS","2","Normal","Perempuan","Anak","2","20","Tidak"
"48933","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","22","Tidak"
"48934","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","18","Tidak"
"48935","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","9","Tidak"
"48936","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","58","Tidak"
"48937","KOTA KUDUS","2","Normal","Perempuan","Istri","2","57","Ya"
"48938","KOTA KUDUS","2","Normal","Perempuan","Anak","2","25","Tidak"
"48939","KOTA KUDUS","2","Normal","Laki-laki","Anak","5","22","Tidak"
"48940","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","21","Tidak"
"48941","KOTA KUDUS","2","Normal","Perempuan","Lainnya","1","75","Tidak"
"48942","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","39","Tidak"
"48943","KOTA KUDUS","2","Normal","Perempuan","Istri","1","34","Tidak"
"48944","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","12","Tidak"
"48945","KOTA KUDUS","2","Normal","Perempuan","Anak","1","10","Tidak"
"48946","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","50","Tidak"
"48947","KOTA KUDUS","2","Normal","Perempuan","Istri","1","52","Tidak"
"48948","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","19","Tidak"
"48949","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","14","Tidak"
"48950","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","1","35","Ya"
"48951","KOTA KUDUS","2","Normal","Perempuan","Istri","2","30","Tidak"
"48952","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","10","Tidak"
"48953","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","3","Tidak"
"48954","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","48","Tidak"
"48955","KOTA KUDUS","2","Normal","Perempuan","Istri","1","46","Tidak"
"48956","KOTA KUDUS","2","Normal","Perempuan","Anak","2","22","Tidak"
"48957","KOTA KUDUS","2","Normal","Perempuan","Anak","1","17","Tidak"
"48958","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","8","Tidak"
"48959","KOTA KUDUS","2","Normal","Perempuan","Kepala Keluarga","2","63","Ya"
"48960","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","38","Tidak"
"48961","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","23","Tidak"
"48962","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","30","Tidak"
"48963","KOTA KUDUS","2","NIK Duplikat","Perempuan","Istri","2","28","Tidak"
"48964","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","9","Tidak"
"48965","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","37","Tidak"
"48966","KOTA KUDUS","2","Normal","Perempuan","Istri","5","38","Tidak"
"48967","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","12","Tidak"
"48968","KOTA KUDUS","2","Normal","Perempuan","Anak","1","8","Tidak"
"48969","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","3","Tidak"
"48970","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","5","66","Tidak"
"48971","KOTA KUDUS","2","Normal","Perempuan","Istri","1","63","Tidak"
"48972","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","5","58","Tidak"
"48973","KOTA KUDUS","2","Normal","Perempuan","Istri","1","58","Tidak"
"48974","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","70","Tidak"
"48975","KOTA KUDUS","2","Normal","Perempuan","Istri","2","64","Ya"
"48976","KOTA KUDUS","2","Normal","Perempuan","Anak","2","28","Tidak"
"48977","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","24","Tidak"
"48978","KOTA KUDUS","2","Normal","Perempuan","Anak","1","19","Tidak"
"48979","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","47","Tidak"
"48980","KOTA KUDUS","2","Normal","Perempuan","Istri","1","47","Tidak"
"48981","KOTA KUDUS","2","NIK Duplikat","Perempuan","Anak","1","14","Tidak"
"48982","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","11","Tidak"
"48983","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","53","Tidak"
"48984","KOTA KUDUS","2","Normal","Perempuan","Istri","1","47","Tidak"
"48985","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","23","Tidak"
"48986","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","21","Tidak"
"48987","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","14","Tidak"
"48988","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","40","Tidak"
"48989","KOTA KUDUS","2","Normal","Perempuan","Istri","2","40","Tidak"
"48990","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","20","Tidak"
"48991","KOTA KUDUS","2","Normal","Perempuan","Anak","1","14","Tidak"
"48992","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","4","Tidak"
"48993","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","55","Tidak"
"48994","KOTA KUDUS","2","Normal","Perempuan","Istri","2","52","Tidak"
"48995","KOTA KUDUS","2","Normal","Perempuan","Anak","2","30","Tidak"
"48996","KOTA KUDUS","2","Normal","Perempuan","Anak","2","26","Tidak"
"48997","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","20","Tidak"
"48998","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","17","Tidak"
"48999","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","14","Tidak"
"49000","KOTA KUDUS","2","Normal","Perempuan","Kepala Keluarga","2","58","Ya"
"49001","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","21","Tidak"
"49002","KOTA KUDUS","2","Normal","Perempuan","Kepala Keluarga","0","45","Ya"
"49003","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","21","Tidak"
"49004","KOTA KUDUS","2","Normal","Perempuan","Anak","1","8","Tidak"
"49005","KOTA KUDUS","2","Normal","Perempuan","Kepala Keluarga","1","62","Ya"
"49006","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","47","Tidak"
"49007","KOTA KUDUS","2","Normal","Perempuan","Istri","2","49","Tidak"
"49008","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","15","Tidak"
"49009","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","40","Tidak"
"49010","KOTA KUDUS","2","Normal","Perempuan","Istri","2","41","Tidak"
"49011","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","12","Tidak"
"49012","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","7","Tidak"
"49013","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","51","Tidak"
"49014","KOTA KUDUS","2","Normal","Perempuan","Istri","1","42","Tidak"
"49015","KOTA KUDUS","2","Normal","Perempuan","Anak","1","17","Tidak"
"49016","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","8","Tidak"
"49017","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Kepala Keluarga","2","44","Tidak"
"49018","KOTA KUDUS","2","Normal","Perempuan","Istri","2","45","Tidak"
"49019","KOTA KUDUS","2","Normal","Perempuan","Anak","1","14","Tidak"
"49020","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","10","Tidak"
"49021","KOTA KUDUS","2","Normal","Perempuan","Anak","1","7","Tidak"
"49022","KOTA KUDUS","2","Normal","Perempuan","Lainnya","1","56","Tidak"
"49023","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","49","Tidak"
"49024","KOTA KUDUS","2","Normal","Perempuan","Istri","2","49","Ya"
"49025","KOTA KUDUS","2","Normal","Perempuan","Anak","2","23","Tidak"
"49026","KOTA KUDUS","2","Normal","Perempuan","Anak","1","18","Tidak"
"49027","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","61","Tidak"
"49028","KOTA KUDUS","2","Normal","Perempuan","Istri","2","54","Tidak"
"49029","KOTA KUDUS","2","Normal","Perempuan","Anak","2","32","Tidak"
"49030","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","24","Tidak"
"49031","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","18","Tidak"
"49032","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Kepala Keluarga","2","49","Tidak"
"49033","KOTA KUDUS","2","NIK Duplikat","Perempuan","Istri","1","49","Tidak"
"49034","KOTA KUDUS","2","NIK Duplikat","Laki-laki","Anak","2","25","Tidak"
"49035","KOTA KUDUS","2","Normal","Perempuan","Anak","2","24","Tidak"
"49036","KOTA KUDUS","2","Normal","Laki-laki","Anak","2","23","Tidak"
"49037","KOTA KUDUS","2","Normal","Laki-laki","Anak","1","18","Tidak"
"49038","KOTA KUDUS","2","Normal","Laki-laki","Kepala Keluarga","2","37","Tidak"
"49039","KOTA KUDUS","2","Normal","Perempuan","Istri","2","38","Tidak"
